serial,species,size,agg_wt_final,count_final,year,season
519,Rainbow Smelt,L,10,1,2013,Autumn
519,Trout Perch,S,230,71.875,2013,Autumn
519,Freshwater Drum,S,2184,13,2013,Autumn
519,Freshwater Drum,L,4897,5,2013,Autumn
519,Alewife,ALL,3422,349.1836735,2013,Autumn
519,Logperch,ALL,3,1,2013,Autumn
519,Spottail Shiner,ALL,40,3,2013,Autumn
519,Rock Bass,ALL,64,1,2013,Autumn
520,Quillback,ALL,13519,12,2013,Autumn
520,White Sucker,ALL,203,1,2013,Autumn
520,Walleye,ALL,1794,14,2013,Autumn
520,White Perch,XS,3258,693.1914894,2013,Autumn
520,White Perch,S,3254,104.2948718,2013,Autumn
520,White Perch,M,1196,12.66352941,2013,Autumn
520,White Perch,O/D,661,5,2013,Autumn
520,Yellow Perch,XS,45,5,2013,Autumn
520,Yellow Perch,S,62,2,2013,Autumn
520,Yellow Perch,O/D,253,3,2013,Autumn
520,White Bass,ALL,89,2,2013,Autumn
520,Emerald Shiner,S,13,10,2013,Autumn
520,Emerald Shiner,L,2,1,2013,Autumn
520,Gizzard Shad,S,200,46.51162791,2013,Autumn
520,Rainbow Smelt,XS,0,2,2013,Autumn
520,Trout Perch,S,26,9,2013,Autumn
520,Trout Perch,L,35,4,2013,Autumn
520,Freshwater Drum,ALL,3859,9,2013,Autumn
520,Channel Catfish,M,5120,25,2013,Autumn
520,Alewife,ALL,334,18,2013,Autumn
520,Round Goby,ALL,74,8,2013,Autumn
521,Quillback,ALL,5170,3,2013,Autumn
521,Walleye,ALL,2820,8,2013,Autumn
521,White Perch,XS,1240,221.4285714,2013,Autumn
521,White Perch,S,745,24.66887417,2013,Autumn
521,White Perch,M,1972,33.67741935,2013,Autumn
521,White Perch,L,13424,113.1524904,2013,Autumn
521,White Perch,O/D,491,5,2013,Autumn
521,Yellow Perch,XS,119,16.30136986,2013,Autumn
521,Yellow Perch,M,575,11,2013,Autumn
521,Yellow Perch,L,673,6,2013,Autumn
521,Yellow Perch,O/D,386,3,2013,Autumn
521,White Bass,M,2382,13.01639344,2013,Autumn
521,White Bass,L,1185,3,2013,Autumn
521,Emerald Shiner,ALL,211,72.53125,2013,Autumn
521,Gizzard Shad,S,248,49.6,2013,Autumn
521,Gizzard Shad,M,800,72.72727273,2013,Autumn
521,Gizzard Shad,L,143,4,2013,Autumn
521,Rainbow Smelt,XS,3,7,2013,Autumn
521,Trout Perch,ALL,16,3,2013,Autumn
521,Freshwater Drum,S,6142,37.91358025,2013,Autumn
521,Freshwater Drum,L,25719,16.88001193,2013,Autumn
521,Channel Catfish,ALL,3926,17,2013,Autumn
521,Round Goby,ALL,82,4,2013,Autumn
522,White Sucker,ALL,401,1,2013,Autumn
522,Walleye,ALL,1916,3,2013,Autumn
522,White Perch,XS,3864,808.744186,2013,Autumn
522,White Perch,S,153,5,2013,Autumn
522,White Perch,M,37,1,2013,Autumn
522,White Perch,O/D,167,2,2013,Autumn
522,Yellow Perch,XS,221,45.33333333,2013,Autumn
522,Yellow Perch,L,158,2,2013,Autumn
522,Emerald Shiner,ALL,13,9,2013,Autumn
522,Gizzard Shad,S,57,11,2013,Autumn
522,Gizzard Shad,M,755,87.79069767,2013,Autumn
522,Rainbow Smelt,ALL,11,8,2013,Autumn
522,Trout Perch,ALL,11,2,2013,Autumn
522,Freshwater Drum,S,1778,6,2013,Autumn
522,Freshwater Drum,L,52390,27.94431406,2013,Autumn
522,Channel Catfish,ALL,2049,3,2013,Autumn
522,Alewife,ALL,3270,300,2013,Autumn
522,Round Goby,ALL,18,5,2013,Autumn
523,White Perch,XS,766,135.1764706,2013,Autumn
523,White Perch,O/D,175,1,2013,Autumn
523,Yellow Perch,XS,620,84.93150685,2013,Autumn
523,Yellow Perch,M,548,16.5060241,2013,Autumn
523,Yellow Perch,L,723,7,2013,Autumn
523,Yellow Perch,O/D,140,1,2013,Autumn
523,Gizzard Shad,S,158,12,2013,Autumn
523,Rainbow Smelt,ALL,7,1,2013,Autumn
523,Freshwater Drum,ALL,14852,10,2013,Autumn
523,Silver Chub,ALL,307,5,2013,Autumn
524,White Sucker,ALL,253,1,2013,Autumn
524,Walleye,ALL,1674,8,2013,Autumn
524,White Perch,XS,1692,319.245283,2013,Autumn
524,White Perch,S,1456,39.03485255,2013,Autumn
524,White Perch,M,1574,21.01468625,2013,Autumn
524,White Perch,O/D,506,5,2013,Autumn
524,Yellow Perch,XS,614,89,2013,Autumn
524,Yellow Perch,S,564,18,2013,Autumn
524,Yellow Perch,M,2596,32,2013,Autumn
524,Yellow Perch,L,1878,12,2013,Autumn
524,Yellow Perch,XL,435,2,2013,Autumn
524,Yellow Perch,O/D,502,5,2013,Autumn
524,White Bass,ALL,1461,8,2013,Autumn
524,White Bass,L,354,1,2013,Autumn
524,Emerald Shiner,ALL,9,2,2013,Autumn
524,Gizzard Shad,M,326,20.12345679,2013,Autumn
524,Gizzard Shad,L,275,8,2013,Autumn
524,Rainbow Smelt,ALL,3,8,2013,Autumn
524,Freshwater Drum,S,133,2,2013,Autumn
524,Freshwater Drum,M,3813,8,2013,Autumn
524,Channel Catfish,ALL,456,1,2013,Autumn
524,Alewife,ALL,8104,550.2716049,2013,Autumn
524,Round Goby,ALL,8,1,2013,Autumn
524,Silver Chub,ALL,103,2,2013,Autumn
525,Walleye,ALL,6551,14,2013,Autumn
525,White Perch,XS,3712,713.8461538,2013,Autumn
525,White Perch,S,808,21.26315789,2013,Autumn
525,White Perch,L,10900,85.15625,2013,Autumn
525,White Perch,O/D,396,5,2013,Autumn
525,Yellow Perch,XS,120,16.11940299,2013,Autumn
525,Yellow Perch,M,394,8,2013,Autumn
525,Yellow Perch,O/D,289,3,2013,Autumn
525,White Bass,M,3444,20.16393443,2013,Autumn
525,White Bass,L,1728,4,2013,Autumn
525,Emerald Shiner,M,357,357,2013,Autumn
525,Emerald Shiner,L,62,22.14285714,2013,Autumn
525,Gizzard Shad,S,151,28.49056604,2013,Autumn
525,Gizzard Shad,M,805,30.96153846,2013,Autumn
525,Gizzard Shad,L,593,2,2013,Autumn
525,Trout Perch,ALL,344,26.66666667,2013,Autumn
525,Freshwater Drum,XS,767,11,2013,Autumn
525,Freshwater Drum,M,5220,12,2013,Autumn
525,Freshwater Drum,L,20385,10,2013,Autumn
525,Channel Catfish,ALL,4719,14,2013,Autumn
526,Common Carp,ALL,4622,1,2013,Autumn
526,Walleye,ALL,854,4,2013,Autumn
526,White Perch,XS,1734,422.9268293,2013,Autumn
526,White Perch,S,985,31.07255521,2013,Autumn
526,White Perch,M,2772,28.05668016,2013,Autumn
526,White Perch,L,1562,7,2013,Autumn
526,White Perch,O/D,815,5,2013,Autumn
526,Yellow Perch,XS,59,7,2013,Autumn
526,Yellow Perch,M,912,17,2013,Autumn
526,Yellow Perch,L,155,1,2013,Autumn
526,Yellow Perch,O/D,216,2,2013,Autumn
526,White Bass,ALL,541,3,2013,Autumn
526,Emerald Shiner,ALL,125,48.07692308,2013,Autumn
526,Gizzard Shad,ALL,202,12.02380952,2013,Autumn
526,Rainbow Smelt,XS,12,15,2013,Autumn
526,Trout Perch,ALL,23,5,2013,Autumn
526,Freshwater Drum,S,15414,92.85542169,2013,Autumn
526,Freshwater Drum,M,11900,18.64911456,2013,Autumn
526,Channel Catfish,ALL,3156,11,2013,Autumn
526,Round Goby,ALL,6,1,2013,Autumn
527,Walleye,ALL,38,1,2013,Autumn
527,White Perch,ALL,63,15,2013,Autumn
527,Yellow Perch,XS,9,1,2013,Autumn
527,Yellow Perch,L,160,1,2013,Autumn
527,Yellow Perch,O/D,1440,5,2013,Autumn
527,Emerald Shiner,ALL,48,53.33333333,2013,Autumn
527,Freshwater Drum,L,21155,14,2013,Autumn
527,Round Goby,S,18,9,2013,Autumn
527,Round Goby,M,40,5,2013,Autumn
527,Round Goby,L,16,1,2013,Autumn
527,Emerald Shiner,ALL,0,1,2013,Autumn
528,Common Carp,ALL,15398,3,2013,Autumn
528,Quillback,ALL,6564,3,2013,Autumn
528,White Sucker,ALL,566,1,2013,Autumn
528,Walleye,ALL,2609,8,2013,Autumn
528,White Perch,XS,3824,531.1111111,2013,Autumn
528,White Perch,S,5366,142.712766,2013,Autumn
528,White Perch,M,808,15.2165725,2013,Autumn
528,White Perch,L,391,3,2013,Autumn
528,White Perch,O/D,499,5,2013,Autumn
528,Yellow Perch,XS,1396,196.6197183,2013,Autumn
528,Yellow Perch,S,2347,74.03785489,2013,Autumn
528,Yellow Perch,M,8590,117.5102599,2013,Autumn
528,Yellow Perch,L,1090,10,2013,Autumn
528,Yellow Perch,O/D,625,5,2013,Autumn
528,White Bass,ALL,1108,7,2013,Autumn
528,Gizzard Shad,S,197,16.83760684,2013,Autumn
528,Gizzard Shad,M,56,2,2013,Autumn
528,Rainbow Smelt,ALL,4,7,2013,Autumn
528,Trout Perch,ALL,26,3,2013,Autumn
528,Freshwater Drum,M,4643,9,2013,Autumn
528,Freshwater Drum,L,4513,3,2013,Autumn
528,Channel Catfish,ALL,371,1,2013,Autumn
529,Common Carp,ALL,15814,4,2013,Autumn
529,Quillback,ALL,5386,3,2013,Autumn
529,White Sucker,ALL,992,1,2013,Autumn
529,Walleye,ALL,6139,6,2013,Autumn
529,White Perch,XS,6730,1771.052632,2013,Autumn
529,White Perch,S,2690,67.62569832,2013,Autumn
529,White Perch,M,4930,42.90687554,2013,Autumn
529,White Perch,O/D,561,5,2013,Autumn
529,Yellow Perch,XS,352,103.5294118,2013,Autumn
529,Yellow Perch,S,163,7,2013,Autumn
529,Yellow Perch,M,206,4,2013,Autumn
529,Yellow Perch,L,305,3,2013,Autumn
529,Yellow Perch,O/D,397,4,2013,Autumn
529,White Bass,ALL,2855,7,2013,Autumn
529,Emerald Shiner,S,113,84.75,2013,Autumn
529,Emerald Shiner,L,7,5,2013,Autumn
529,Gizzard Shad,ALL,86,4,2013,Autumn
529,Rainbow Smelt,ALL,0,2,2013,Autumn
529,Trout Perch,S,236,84.28571429,2013,Autumn
529,Trout Perch,L,1596,141.2389381,2013,Autumn
529,Freshwater Drum,XS,412,14.82014388,2013,Autumn
529,Freshwater Drum,S,5616,42.83389831,2013,Autumn
529,Freshwater Drum,M,14000,37.32338043,2013,Autumn
529,Channel Catfish,S,325,9,2013,Autumn
529,Channel Catfish,M,12500,60.35731531,2013,Autumn
529,Channel Catfish,L,1657,1,2013,Autumn
530,Walleye,ALL,1944,6,2013,Autumn
530,White Perch,S,2232,372,2013,Autumn
530,White Perch,M,5480,163.3604336,2013,Autumn
530,White Perch,L,8300,50.24213075,2013,Autumn
530,White Perch,O/D,353,5,2013,Autumn
530,Yellow Perch,XS,108,22,2013,Autumn
530,Yellow Perch,S,141,5,2013,Autumn
530,Emerald Shiner,ALL,106,50.47619048,2013,Autumn
530,Gizzard Shad,ALL,331,35.59139785,2013,Autumn
530,Rainbow Smelt,ALL,10,3,2013,Autumn
530,Trout Perch,ALL,14,3,2013,Autumn
530,White Bass,ALL,2071,14.47239693,2013,Autumn
530,Freshwater Drum,XS,112,5,2013,Autumn
530,Freshwater Drum,S,1830,15.18672199,2013,Autumn
530,Freshwater Drum,M,5760,14.69387755,2013,Autumn
530,Freshwater Drum,L,10640,7.115696952,2013,Autumn
530,Channel Catfish,ALL,695,5,2013,Autumn
531,Walleye,ALL,3216,7,2013,Autumn
531,White Perch,XS,4296,1534.285714,2013,Autumn
531,White Perch,S,3991,131.7161716,2013,Autumn
531,White Perch,M,3768,43.36018412,2013,Autumn
531,White Perch,L,6205,38.67382271,2013,Autumn
531,White Perch,O/D,644,5,2013,Autumn
531,Yellow Perch,XS,295,56,2013,Autumn
531,Yellow Perch,S,623,21,2013,Autumn
531,Yellow Perch,M,420,5,2013,Autumn
531,Yellow Perch,L,1636,11,2013,Autumn
531,Yellow Perch,O/D,579,5,2013,Autumn
531,White Bass,ALL,969,3,2013,Autumn
531,Emerald Shiner,ALL,129,86,2013,Autumn
531,Gizzard Shad,ALL,141,6,2013,Autumn
531,Rainbow Smelt,ALL,22,10,2013,Autumn
531,Trout Perch,ALL,127,28.86363636,2013,Autumn
531,Freshwater Drum,S,8776,69.89734513,2013,Autumn
531,Freshwater Drum,L,26400,25.50724638,2013,Autumn
531,Channel Catfish,S,3444,18,2013,Autumn
531,Channel Catfish,L,3020,1,2013,Autumn
531,Round Goby,ALL,97,3,2013,Autumn
532,Quillback,ALL,1023,1,2013,Autumn
532,White Sucker,ALL,1802,1,2013,Autumn
532,Walleye,ALL,4482,6,2013,Autumn
532,White Perch,XS,359,87.56097561,2013,Autumn
532,White Perch,S,607,16.27345845,2013,Autumn
532,White Perch,M,408,5,2013,Autumn
532,White Perch,O/D,658,4,2013,Autumn
532,Yellow Perch,XS,37,5,2013,Autumn
532,Yellow Perch,S,78,2,2013,Autumn
532,Yellow Perch,M,429,3,2013,Autumn
532,Yellow Perch,O/D,100,1,2013,Autumn
532,White Bass,M,1142,8,2013,Autumn
532,White Bass,L,404,1,2013,Autumn
532,Emerald Shiner,ALL,26,17.33333333,2013,Autumn
532,Gizzard Shad,ALL,256,7,2013,Autumn
532,Rainbow Smelt,ALL,2,9,2013,Autumn
532,Freshwater Drum,S,466,4,2013,Autumn
532,Freshwater Drum,L,28600,13.11806256,2013,Autumn
532,Alewife,ALL,54,6,2013,Autumn
532,Round Goby,ALL,10,1,2013,Autumn
532,Silver Lamprey,ALL,10,1,2013,Autumn
533,Quillback,ALL,1929,1,2013,Autumn
533,White Sucker,ALL,918,1,2013,Autumn
533,Walleye,ALL,1632,1,2013,Autumn
533,White Perch,S,12,2,2013,Autumn
533,White Perch,M,1550,40.78947368,2013,Autumn
533,White Perch,L,730,6,2013,Autumn
533,White Perch,O/D,513,5,2013,Autumn
533,Yellow Perch,ALL,1618,12,2013,Autumn
533,Yellow Perch,O/D,139,1,2013,Autumn
533,Rainbow Smelt,ALL,7,1,2013,Autumn
533,Freshwater Drum,M,65181,57.39785136,2013,Autumn
533,Freshwater Drum,L,101967,34.44598338,2013,Autumn
533,Channel Catfish,ALL,3232,2,2013,Autumn
533,Round Goby,ALL,6,2,2013,Autumn
534,Common Carp,ALL,23016,7,2013,Autumn
534,Quillback,ALL,21861,11,2013,Autumn
534,White Sucker,ALL,2862,5,2013,Autumn
534,Walleye,ALL,58,1,2013,Autumn
534,White Perch,XS,4780,758.7301587,2013,Autumn
534,White Perch,S,7780,226.1627907,2013,Autumn
534,White Perch,M,5390,85.28481013,2013,Autumn
534,White Perch,L,8404,65.70758405,2013,Autumn
534,White Perch,O/D,637,5,2013,Autumn
534,Yellow Perch,XS,53,12,2013,Autumn
534,Yellow Perch,S,373,12,2013,Autumn
534,Yellow Perch,M,867,10,2013,Autumn
534,Yellow Perch,L,396,2,2013,Autumn
534,Yellow Perch,O/D,478,3,2013,Autumn
534,White Bass,S,13,1,2013,Autumn
534,White Bass,L,4126,9,2013,Autumn
534,Emerald Shiner,ALL,154,102.6666667,2013,Autumn
534,Gizzard Shad,ALL,38,3,2013,Autumn
534,Trout Perch,ALL,190,29.23076923,2013,Autumn
534,Freshwater Drum,XS,26,1,2013,Autumn
534,Freshwater Drum,S,1652,26.81818182,2013,Autumn
534,Freshwater Drum,M,10360,50.5859375,2013,Autumn
534,Freshwater Drum,L,4672,2,2013,Autumn
534,Channel Catfish,ALL,5276,24.26862925,2013,Autumn
534,Brown Bullhead,ALL,3630,1,2013,Autumn
535,Walleye,ALL,1140,7,2013,Autumn
535,White Perch,XS,296,32.88888889,2013,Autumn
535,White Perch,S,4252,126.547619,2013,Autumn
535,White Perch,M,1522,19.59656652,2013,Autumn
535,White Perch,L,202,1,2013,Autumn
535,White Perch,O/D,531,5,2013,Autumn
535,Yellow Perch,XS,105,22,2013,Autumn
535,Yellow Perch,S,190,8,2013,Autumn
535,Yellow Perch,M,254,3,2013,Autumn
535,Yellow Perch,L,473,3,2013,Autumn
535,White Bass,S,131,3,2013,Autumn
535,White Bass,M,1622,9,2013,Autumn
535,White Bass,L,1190,2,2013,Autumn
535,Emerald Shiner,ALL,88,48.88888889,2013,Autumn
535,Gizzard Shad,ALL,65,2,2013,Autumn
535,Rainbow Smelt,ALL,9,1,2013,Autumn
535,Trout Perch,ALL,21,2,2013,Autumn
535,Freshwater Drum,S,1773,12.829233,2013,Autumn
535,Freshwater Drum,M,15700,24.47007481,2013,Autumn
535,Freshwater Drum,L,3600,1,2013,Autumn
535,Alewife,ALL,49100,4766.990291,2013,Autumn
535,Round Goby,ALL,12,1,2013,Autumn
536,Common Carp,ALL,8749,1,2013,Autumn
536,White Sucker,ALL,3216,4,2013,Autumn
536,Walleye,ALL,2274,10,2013,Autumn
536,White Perch,XS,1576,167.6595745,2013,Autumn
536,White Perch,S,4276,126.5088757,2013,Autumn
536,White Perch,M,784,11,2013,Autumn
536,White Perch,L,950,5,2013,Autumn
536,White Perch,O/D,649,5,2013,Autumn
536,Yellow Perch,XS,80,15,2013,Autumn
536,Yellow Perch,S,304,11,2013,Autumn
536,Yellow Perch,M,756,7,2013,Autumn
536,Yellow Perch,L,580,3,2013,Autumn
536,White Bass,ALL,1685,12,2013,Autumn
536,Emerald Shiner,S,62,62,2013,Autumn
536,Emerald Shiner,L,22,9,2013,Autumn
536,Gizzard Shad,ALL,40,1,2013,Autumn
536,Rainbow Smelt,S,10,25,2013,Autumn
536,Rainbow Smelt,L,258,6,2013,Autumn
536,Trout Perch,ALL,6,1,2013,Autumn
536,Freshwater Drum,XS,14,1,2013,Autumn
536,Freshwater Drum,S,4276,31.55719557,2013,Autumn
536,Freshwater Drum,L,15500,18.70173745,2013,Autumn
536,Channel Catfish,ALL,1184,2,2013,Autumn
536,Alewife,ALL,8978,712.5396825,2013,Autumn
536,Round Goby,ALL,12,1,2013,Autumn
537,Quillback,ALL,2730,1,2013,Autumn
537,White Sucker,ALL,4858,5,2013,Autumn
537,Walleye,ALL,2478,4,2013,Autumn
537,White Perch,XS,126,34.05405405,2013,Autumn
537,White Perch,S,812,22.06521739,2013,Autumn
537,White Perch,M,976,10,2013,Autumn
537,White Perch,L,670,2,2013,Autumn
537,White Perch,O/D,725,5,2013,Autumn
537,Yellow Perch,XS,9,3,2013,Autumn
537,Yellow Perch,M,133,2,2013,Autumn
537,Yellow Perch,L,527,3,2013,Autumn
537,Yellow Perch,O/D,227,1,2013,Autumn
537,White Bass,M,2384,16.64804469,2013,Autumn
537,White Bass,L,2100,4,2013,Autumn
537,Emerald Shiner,ALL,873,379.5652174,2013,Autumn
537,Gizzard Shad,S,1202,273.1818182,2013,Autumn
537,Gizzard Shad,M,1671,50.63636364,2013,Autumn
537,Gizzard Shad,L,101,1,2013,Autumn
537,Rainbow Smelt,S,29,96.66666667,2013,Autumn
537,Rainbow Smelt,L,16,2,2013,Autumn
537,Freshwater Drum,S,2044,5,2013,Autumn
537,Freshwater Drum,L,48400,41.59504985,2013,Autumn
537,Channel Catfish,ALL,52,1,2013,Autumn
537,Alewife,ALL,14,1,2013,Autumn
537,Round Goby,ALL,2,1,2013,Autumn
538,Common Carp,ALL,12060,2,2013,Autumn
538,White Sucker,ALL,1030,5,2013,Autumn
538,Walleye,ALL,477,9,2013,Autumn
538,White Perch,XS,6992,1210.153846,2013,Autumn
538,White Perch,M,11800,288.5085575,2013,Autumn
538,White Perch,L,9448,91.72815534,2013,Autumn
538,White Perch,O/D,518,5,2013,Autumn
538,Yellow Perch,XS,207,43,2013,Autumn
538,Yellow Perch,S,819,26,2013,Autumn
538,Yellow Perch,M,1113,14,2013,Autumn
538,Yellow Perch,L,935,7,2013,Autumn
538,Yellow Perch,O/D,106,1,2013,Autumn
538,White Bass,S,138,4,2013,Autumn
538,White Bass,M,1122,8,2013,Autumn
538,White Bass,L,365,1,2013,Autumn
538,Emerald Shiner,ALL,230,112.195122,2013,Autumn
538,Gizzard Shad,ALL,962,145.7575758,2013,Autumn
538,Rainbow Smelt,S,75,57.69230769,2013,Autumn
538,Rainbow Smelt,L,52,3,2013,Autumn
538,Trout Perch,ALL,48,6,2013,Autumn
538,Freshwater Drum,XS,346,13.59285714,2013,Autumn
538,Freshwater Drum,S,354,5,2013,Autumn
538,Freshwater Drum,M,7880,31.52,2013,Autumn
538,Freshwater Drum,L,1237,1,2013,Autumn
538,Channel Catfish,ALL,1518,6,2013,Autumn
538,Alewife,ALL,456,41.08108108,2013,Autumn
539,Common Carp,ALL,7880,1,2013,Autumn
539,Walleye,ALL,1140,1,2013,Autumn
539,White Perch,M,150,5,2013,Autumn
539,White Perch,O/D,176,3,2013,Autumn
539,Yellow Perch,XS,3,1,2013,Autumn
539,Yellow Perch,S,172,3,2013,Autumn
539,Yellow Perch,L,1481,12,2013,Autumn
539,White Bass,ALL,245,2,2013,Autumn
539,Emerald Shiner,ALL,452,265.8823529,2013,Autumn
539,Freshwater Drum,S,174,1,2013,Autumn
539,Freshwater Drum,M,33500,26.82145717,2013,Autumn
539,Freshwater Drum,L,48900,23.76093294,2013,Autumn
539,Channel Catfish,ALL,508,1,2013,Autumn
539,Alewife,ALL,201,13.58108108,2013,Autumn
539,Round Goby,ALL,2,1,2013,Autumn
540,White Perch,ALL,94,4,2013,Autumn
540,Yellow Perch,M,128,2,2013,Autumn
540,Yellow Perch,L,798,5,2013,Autumn
540,Yellow Perch,O/D,197,1,2013,Autumn
540,White Bass,ALL,406,1,2013,Autumn
540,Rainbow Smelt,S,110,137.5,2013,Autumn
540,Freshwater Drum,M,710,1,2013,Autumn
540,Freshwater Drum,L,17398,8,2013,Autumn
540,Round Goby,ALL,78,10,2013,Autumn
541,Walleye,S,2778,50,2013,Autumn
541,Walleye,M,404,1,2013,Autumn
541,White Perch,XS,898,134.0298507,2013,Autumn
541,White Perch,S,4002,137.0547945,2013,Autumn
541,White Perch,M,292,3,2013,Autumn
541,White Perch,O/D,563,5,2013,Autumn
541,Yellow Perch,XS,39,8,2013,Autumn
541,Yellow Perch,S,557,18,2013,Autumn
541,Yellow Perch,L,472,4,2013,Autumn
541,Yellow Perch,O/D,343,2,2013,Autumn
541,White Bass,S,86,5,2013,Autumn
541,White Bass,L,476,3,2013,Autumn
541,Emerald Shiner,ALL,162,162,2013,Autumn
541,Rainbow Smelt,S,14,28,2013,Autumn
541,Rainbow Smelt,L,11,1,2013,Autumn
541,Trout Perch,ALL,91,6,2013,Autumn
541,Freshwater Drum,M,2890,13,2013,Autumn
541,Freshwater Drum,L,8339,4,2013,Autumn
541,Alewife,ALL,2896,163.6158192,2013,Autumn
541,Round Goby,ALL,41,4,2013,Autumn
511,Brook Silverside ,ALL,10.2,11,2013,Autumn
