serial,day,month,year,season,species,size,count.final
514,16,9,2013,Autumn,White Perch,L,113.51
514,16,9,2013,Autumn,White Perch,O/D,5
514,16,9,2013,Autumn,Yellow Perch,S,20.5
514,16,9,2013,Autumn,Yellow Perch,M,10
514,16,9,2013,Autumn,Yellow Perch,O/D,5
514,16,9,2013,Autumn,White Bass,ALL,42.56
514,16,9,2013,Autumn,Emerald Shiner,S,187.14
514,16,9,2013,Autumn,Emerald Shiner,M,1
514,16,9,2013,Autumn,Gizzard Shad,XS,161.05
514,16,9,2013,Autumn,Gizzard Shad,S,248.18
514,16,9,2013,Autumn,Gizzard Shad,M,15.51
514,16,9,2013,Autumn,Gizzard Shad,L,1
514,16,9,2013,Autumn,Trout Perch,S,26.72
514,16,9,2013,Autumn,Trout Perch,M,8
514,16,9,2013,Autumn,Freshwater Drum,S,10
514,16,9,2013,Autumn,Freshwater Drum,M,14.46
514,16,9,2013,Autumn,Channel Catfish,ALL,10
514,16,9,2013,Autumn,Round Goby,ALL,1
515,16,9,2013,Autumn,White Perch,XS,1534.34
515,16,9,2013,Autumn,Yellow Perch,XS,3126.76
515,16,9,2013,Autumn,Yellow Perch,M,11.13
515,16,9,2013,Autumn,Yellow Perch,O/D,5
515,16,9,2013,Autumn,Emerald Shiner,ALL,16.25
515,16,9,2013,Autumn,Gizzard Shad,S,124.05
515,16,9,2013,Autumn,Gizzard Shad,M,20.02
515,16,9,2013,Autumn,Gizzard Shad,L,1
515,16,9,2013,Autumn,Trout Perch,ALL,17.42
515,16,9,2013,Autumn,Freshwater Drum,ALL,4
515,16,9,2013,Autumn,Logperch,ALL,7
516,17,9,2013,Autumn,Walleye,S,11
516,17,9,2013,Autumn,Walleye,M,4
516,17,9,2013,Autumn,Walleye,L,7
516,17,9,2013,Autumn,White Perch,XS,893.14
516,17,9,2013,Autumn,White Perch,M,37.12
516,17,9,2013,Autumn,White Perch,L,69.51
516,17,9,2013,Autumn,White Perch,O/D,5
516,17,9,2013,Autumn,Yellow Perch,XS,42.71
516,17,9,2013,Autumn,Yellow Perch,S,8
516,17,9,2013,Autumn,Yellow Perch,M,11
516,17,9,2013,Autumn,Yellow Perch,O/D,5
516,17,9,2013,Autumn,Gizzard Shad,S,10
516,17,9,2013,Autumn,Gizzard Shad,M,10
516,17,9,2013,Autumn,Gizzard Shad,L,10
516,17,9,2013,Autumn,Trout Perch,S,91.14
516,17,9,2013,Autumn,Trout Perch,M,88.06
516,17,9,2013,Autumn,Freshwater Drum,S,13
516,17,9,2013,Autumn,Freshwater Drum,M,34.99
516,17,9,2013,Autumn,Freshwater Drum,L,5
516,17,9,2013,Autumn,Channel Catfish,ALL,3
516,17,9,2013,Autumn,Round Goby,ALL,2
517,18,9,2013,Autumn,Quillback,ALL,8
517,18,9,2013,Autumn,White Sucker,ALL,2
517,18,9,2013,Autumn,Walleye,ALL,36
517,18,9,2013,Autumn,White Perch,XS,179.55
517,18,9,2013,Autumn,White Perch,S,18
517,18,9,2013,Autumn,White Perch,L,8
517,18,9,2013,Autumn,White Perch,O/D,5
517,18,9,2013,Autumn,Yellow Perch,XS,5
517,18,9,2013,Autumn,Yellow Perch,L,14.09
517,18,9,2013,Autumn,Yellow Perch,O/D,2
517,18,9,2013,Autumn,White Bass,ALL,7
517,18,9,2013,Autumn,Emerald Shiner,S,75
517,18,9,2013,Autumn,Emerald Shiner,L,5
517,18,9,2013,Autumn,Gizzard Shad,S,335.43
517,18,9,2013,Autumn,Gizzard Shad,L,36.12
517,18,9,2013,Autumn,Rainbow Smelt,ALL,2
517,18,9,2013,Autumn,Trout Perch,ALL,262.97
517,18,9,2013,Autumn,Freshwater Drum,ALL,8
517,18,9,2013,Autumn,Channel Catfish,ALL,4
517,18,9,2013,Autumn,Alewife,ALL,4
517,18,9,2013,Autumn,Round Goby,ALL,1
518,16,9,2013,Autumn,Common Carp,ALL,1
518,16,9,2013,Autumn,Walleye,S,5
518,16,9,2013,Autumn,Walleye,M,1
518,16,9,2013,Autumn,White Perch,XS,1721.51
518,16,9,2013,Autumn,White Perch,M,1
518,16,9,2013,Autumn,White Perch,O/D,5
518,16,9,2013,Autumn,Yellow Perch,XS,2478.87
518,16,9,2013,Autumn,Yellow Perch,M,13
518,16,9,2013,Autumn,Yellow Perch,L,14
518,16,9,2013,Autumn,Yellow Perch,O/D,5
518,16,9,2013,Autumn,White Bass,ALL,2
518,16,9,2013,Autumn,Gizzard Shad,S,244.9
518,16,9,2013,Autumn,Gizzard Shad,M,13.83
518,16,9,2013,Autumn,Gizzard Shad,L,3
518,16,9,2013,Autumn,Trout Perch,ALL,21.2
518,16,9,2013,Autumn,Freshwater Drum,M,16.59
518,16,9,2013,Autumn,Freshwater Drum,L,10
518,16,9,2013,Autumn,Round Goby,ALL,1
518,16,9,2013,Autumn,Logperch,ALL,1
518,16,9,2013,Autumn,Silver Chub,ALL,3
519,18,9,2013,Autumn,Common Carp,ALL,2
519,18,9,2013,Autumn,Quillback,ALL,1
519,18,9,2013,Autumn,White Sucker,ALL,1
519,18,9,2013,Autumn,Walleye,ALL,5
519,18,9,2013,Autumn,White Perch,XS,340.7
519,18,9,2013,Autumn,White Perch,S,41.01
519,18,9,2013,Autumn,White Perch,M,28.31
519,18,9,2013,Autumn,White Perch,L,4
519,18,9,2013,Autumn,White Perch,O/D,5
519,18,9,2013,Autumn,Yellow Perch,XS,492
519,18,9,2013,Autumn,Yellow Perch,S,7
519,18,9,2013,Autumn,Yellow Perch,M,22
519,18,9,2013,Autumn,Yellow Perch,O/D,5
519,18,9,2013,Autumn,White Bass,ALL,5
519,18,9,2013,Autumn,Emerald Shiner,ALL,121.59
519,18,9,2013,Autumn,Gizzard Shad,S,30
519,18,9,2013,Autumn,Gizzard Shad,L,2
519,18,9,2013,Autumn,Rainbow Smelt,XS,45
519,18,9,2013,Autumn,Rainbow Smelt,L,1
519,18,9,2013,Autumn,Trout Perch,S,71.88
519,18,9,2013,Autumn,Freshwater Drum,S,13
519,18,9,2013,Autumn,Freshwater Drum,L,5
519,18,9,2013,Autumn,Alewife,ALL,349.18
519,18,9,2013,Autumn,Logperch,ALL,1
519,18,9,2013,Autumn,Spottail Shiner,ALL,3
519,18,9,2013,Autumn,Rock Bass,ALL,1
520,16,9,2013,Autumn,Quillback,ALL,12
520,16,9,2013,Autumn,White Sucker,ALL,1
520,16,9,2013,Autumn,Walleye,ALL,14
520,16,9,2013,Autumn,White Perch,XS,693.19
520,16,9,2013,Autumn,White Perch,S,104.29
520,16,9,2013,Autumn,White Perch,M,12.66
520,16,9,2013,Autumn,White Perch,O/D,5
520,16,9,2013,Autumn,Yellow Perch,XS,5
520,16,9,2013,Autumn,Yellow Perch,S,2
520,16,9,2013,Autumn,Yellow Perch,O/D,3
520,16,9,2013,Autumn,White Bass,ALL,2
520,16,9,2013,Autumn,Emerald Shiner,S,10
520,16,9,2013,Autumn,Emerald Shiner,L,1
520,16,9,2013,Autumn,Gizzard Shad,S,46.51
520,16,9,2013,Autumn,Rainbow Smelt,XS,2
520,16,9,2013,Autumn,Trout Perch,S,9
520,16,9,2013,Autumn,Trout Perch,L,4
520,16,9,2013,Autumn,Freshwater Drum,ALL,9
520,16,9,2013,Autumn,Channel Catfish,M,25
520,16,9,2013,Autumn,Alewife,ALL,18
520,16,9,2013,Autumn,Round Goby,ALL,8
521,18,9,2013,Autumn,Quillback,ALL,3
521,18,9,2013,Autumn,Walleye,ALL,8
521,18,9,2013,Autumn,White Perch,XS,221.43
521,18,9,2013,Autumn,White Perch,S,24.67
521,18,9,2013,Autumn,White Perch,M,33.68
521,18,9,2013,Autumn,White Perch,L,113.15
521,18,9,2013,Autumn,White Perch,O/D,5
521,18,9,2013,Autumn,Yellow Perch,XS,16.3
521,18,9,2013,Autumn,Yellow Perch,M,11
521,18,9,2013,Autumn,Yellow Perch,L,6
521,18,9,2013,Autumn,Yellow Perch,O/D,3
521,18,9,2013,Autumn,White Bass,M,13.02
521,18,9,2013,Autumn,White Bass,L,3
521,18,9,2013,Autumn,Emerald Shiner,ALL,72.53
521,18,9,2013,Autumn,Gizzard Shad,S,49.6
521,18,9,2013,Autumn,Gizzard Shad,M,72.73
521,18,9,2013,Autumn,Gizzard Shad,L,4
521,18,9,2013,Autumn,Rainbow Smelt,XS,7
521,18,9,2013,Autumn,Trout Perch,ALL,3
521,18,9,2013,Autumn,Freshwater Drum,S,37.91
521,18,9,2013,Autumn,Freshwater Drum,L,16.88
521,18,9,2013,Autumn,Channel Catfish,ALL,17
521,18,9,2013,Autumn,Round Goby,ALL,4
522,18,9,2013,Autumn,White Sucker,ALL,1
522,18,9,2013,Autumn,Walleye,ALL,3
522,18,9,2013,Autumn,White Perch,XS,808.74
522,18,9,2013,Autumn,White Perch,S,5
522,18,9,2013,Autumn,White Perch,M,1
522,18,9,2013,Autumn,White Perch,O/D,2
522,18,9,2013,Autumn,Yellow Perch,XS,45.33
522,18,9,2013,Autumn,Yellow Perch,L,2
522,18,9,2013,Autumn,Emerald Shiner,ALL,9
522,18,9,2013,Autumn,Gizzard Shad,S,11
522,18,9,2013,Autumn,Gizzard Shad,M,87.79
522,18,9,2013,Autumn,Rainbow Smelt,ALL,8
522,18,9,2013,Autumn,Trout Perch,ALL,2
522,18,9,2013,Autumn,Freshwater Drum,S,6
522,18,9,2013,Autumn,Freshwater Drum,L,27.94
522,18,9,2013,Autumn,Channel Catfish,ALL,3
522,18,9,2013,Autumn,Alewife,ALL,300
522,18,9,2013,Autumn,Round Goby,ALL,5
523,18,9,2013,Autumn,White Perch,XS,135.18
523,18,9,2013,Autumn,White Perch,O/D,1
523,18,9,2013,Autumn,Yellow Perch,XS,84.93
523,18,9,2013,Autumn,Yellow Perch,M,16.51
523,18,9,2013,Autumn,Yellow Perch,L,7
523,18,9,2013,Autumn,Yellow Perch,O/D,1
523,18,9,2013,Autumn,Gizzard Shad,S,12
523,18,9,2013,Autumn,Rainbow Smelt,ALL,1
523,18,9,2013,Autumn,Freshwater Drum,ALL,10
523,18,9,2013,Autumn,Silver Chub,ALL,5
524,18,9,2013,Autumn,White Sucker,ALL,1
524,18,9,2013,Autumn,Walleye,ALL,8
524,18,9,2013,Autumn,White Perch,XS,319.25
524,18,9,2013,Autumn,White Perch,S,39.03
524,18,9,2013,Autumn,White Perch,M,21.01
524,18,9,2013,Autumn,White Perch,O/D,5
524,18,9,2013,Autumn,Yellow Perch,XS,89
524,18,9,2013,Autumn,Yellow Perch,S,18
524,18,9,2013,Autumn,Yellow Perch,M,32
524,18,9,2013,Autumn,Yellow Perch,L,12
524,18,9,2013,Autumn,Yellow Perch,XL,2
524,18,9,2013,Autumn,Yellow Perch,O/D,5
524,18,9,2013,Autumn,White Bass,ALL,8
524,18,9,2013,Autumn,White Bass,L,1
524,18,9,2013,Autumn,Emerald Shiner,ALL,2
524,18,9,2013,Autumn,Gizzard Shad,M,20.12
524,18,9,2013,Autumn,Gizzard Shad,L,8
524,18,9,2013,Autumn,Rainbow Smelt,ALL,8
524,18,9,2013,Autumn,Freshwater Drum,S,2
524,18,9,2013,Autumn,Freshwater Drum,M,8
524,18,9,2013,Autumn,Channel Catfish,ALL,1
524,18,9,2013,Autumn,Alewife,ALL,550.27
524,18,9,2013,Autumn,Round Goby,ALL,1
524,18,9,2013,Autumn,Silver Chub,ALL,2
525,16,9,2013,Autumn,Walleye,ALL,14
525,16,9,2013,Autumn,White Perch,XS,713.85
525,16,9,2013,Autumn,White Perch,S,21.26
525,16,9,2013,Autumn,White Perch,L,85.16
525,16,9,2013,Autumn,White Perch,O/D,5
525,16,9,2013,Autumn,Yellow Perch,XS,16.12
525,16,9,2013,Autumn,Yellow Perch,M,8
525,16,9,2013,Autumn,Yellow Perch,O/D,3
525,16,9,2013,Autumn,White Bass,M,20.16
525,16,9,2013,Autumn,White Bass,L,4
525,16,9,2013,Autumn,Emerald Shiner,M,357
525,16,9,2013,Autumn,Emerald Shiner,L,22.14
525,16,9,2013,Autumn,Gizzard Shad,S,28.49
525,16,9,2013,Autumn,Gizzard Shad,M,30.96
525,16,9,2013,Autumn,Gizzard Shad,L,2
525,16,9,2013,Autumn,Trout Perch,ALL,26.67
525,16,9,2013,Autumn,Freshwater Drum,XS,11
525,16,9,2013,Autumn,Freshwater Drum,M,12
525,16,9,2013,Autumn,Freshwater Drum,L,10
525,16,9,2013,Autumn,Channel Catfish,ALL,14
526,19,9,2013,Autumn,Common Carp,ALL,1
526,19,9,2013,Autumn,Walleye,ALL,4
526,19,9,2013,Autumn,White Perch,XS,422.93
526,19,9,2013,Autumn,White Perch,S,31.07
526,19,9,2013,Autumn,White Perch,M,28.06
526,19,9,2013,Autumn,White Perch,L,7
526,19,9,2013,Autumn,White Perch,O/D,5
526,19,9,2013,Autumn,Yellow Perch,XS,7
526,19,9,2013,Autumn,Yellow Perch,M,17
526,19,9,2013,Autumn,Yellow Perch,L,1
526,19,9,2013,Autumn,Yellow Perch,O/D,2
526,19,9,2013,Autumn,White Bass,ALL,3
526,19,9,2013,Autumn,Emerald Shiner,ALL,48.08
526,19,9,2013,Autumn,Gizzard Shad,ALL,12.02
526,19,9,2013,Autumn,Rainbow Smelt,XS,15
526,19,9,2013,Autumn,Trout Perch,ALL,5
526,19,9,2013,Autumn,Freshwater Drum,S,92.86
526,19,9,2013,Autumn,Freshwater Drum,M,18.65
526,19,9,2013,Autumn,Channel Catfish,ALL,11
526,19,9,2013,Autumn,Round Goby,ALL,1
527,18,9,2013,Autumn,Walleye,ALL,1
527,18,9,2013,Autumn,White Perch,ALL,15
527,18,9,2013,Autumn,Yellow Perch,XS,1
527,18,9,2013,Autumn,Yellow Perch,L,1
527,18,9,2013,Autumn,Yellow Perch,O/D,5
527,18,9,2013,Autumn,Emerald Shiner,ALL,53.33
527,18,9,2013,Autumn,Freshwater Drum,L,14
527,18,9,2013,Autumn,Round Goby,S,9
527,18,9,2013,Autumn,Round Goby,M,5
527,18,9,2013,Autumn,Round Goby,L,1
527,18,9,2013,Autumn,Emerald Shiner,ALL,1
528,18,9,2013,Autumn,Common Carp,ALL,3
528,18,9,2013,Autumn,Quillback,ALL,3
528,18,9,2013,Autumn,White Sucker,ALL,1
528,18,9,2013,Autumn,Walleye,ALL,8
528,18,9,2013,Autumn,White Perch,XS,531.11
528,18,9,2013,Autumn,White Perch,S,142.71
528,18,9,2013,Autumn,White Perch,M,15.22
528,18,9,2013,Autumn,White Perch,L,3
528,18,9,2013,Autumn,White Perch,O/D,5
528,18,9,2013,Autumn,Yellow Perch,XS,196.62
528,18,9,2013,Autumn,Yellow Perch,S,74.04
528,18,9,2013,Autumn,Yellow Perch,M,117.51
528,18,9,2013,Autumn,Yellow Perch,L,10
528,18,9,2013,Autumn,Yellow Perch,O/D,5
528,18,9,2013,Autumn,White Bass,ALL,7
528,18,9,2013,Autumn,Gizzard Shad,S,16.84
528,18,9,2013,Autumn,Gizzard Shad,M,2
528,18,9,2013,Autumn,Rainbow Smelt,ALL,7
528,18,9,2013,Autumn,Trout Perch,ALL,3
528,18,9,2013,Autumn,Freshwater Drum,M,9
528,18,9,2013,Autumn,Freshwater Drum,L,3
528,18,9,2013,Autumn,Channel Catfish,ALL,1
529,16,9,2013,Autumn,Common Carp,ALL,4
529,16,9,2013,Autumn,Quillback,ALL,3
529,16,9,2013,Autumn,White Sucker,ALL,1
529,16,9,2013,Autumn,Walleye,ALL,6
529,16,9,2013,Autumn,White Perch,XS,1771.05
529,16,9,2013,Autumn,White Perch,S,67.63
529,16,9,2013,Autumn,White Perch,M,42.91
529,16,9,2013,Autumn,White Perch,O/D,5
529,16,9,2013,Autumn,Yellow Perch,XS,103.53
529,16,9,2013,Autumn,Yellow Perch,S,7
529,16,9,2013,Autumn,Yellow Perch,M,4
529,16,9,2013,Autumn,Yellow Perch,L,3
529,16,9,2013,Autumn,Yellow Perch,O/D,4
529,16,9,2013,Autumn,White Bass,ALL,7
529,16,9,2013,Autumn,Emerald Shiner,S,84.75
529,16,9,2013,Autumn,Emerald Shiner,L,5
529,16,9,2013,Autumn,Gizzard Shad,ALL,4
529,16,9,2013,Autumn,Rainbow Smelt,ALL,2
529,16,9,2013,Autumn,Trout Perch,S,84.29
529,16,9,2013,Autumn,Trout Perch,L,141.24
529,16,9,2013,Autumn,Freshwater Drum,XS,14.82
529,16,9,2013,Autumn,Freshwater Drum,S,42.83
529,16,9,2013,Autumn,Freshwater Drum,M,37.32
529,16,9,2013,Autumn,Channel Catfish,S,9
529,16,9,2013,Autumn,Channel Catfish,M,60.36
529,16,9,2013,Autumn,Channel Catfish,L,1
530,16,9,2013,Autumn,Walleye,ALL,6
530,16,9,2013,Autumn,White Perch,S,372
530,16,9,2013,Autumn,White Perch,M,163.36
530,16,9,2013,Autumn,White Perch,L,50.24
530,16,9,2013,Autumn,White Perch,O/D,5
530,16,9,2013,Autumn,Yellow Perch,XS,22
530,16,9,2013,Autumn,Yellow Perch,S,5
530,16,9,2013,Autumn,Emerald Shiner,ALL,50.48
530,16,9,2013,Autumn,Gizzard Shad,ALL,35.59
530,16,9,2013,Autumn,Rainbow Smelt,ALL,3
530,16,9,2013,Autumn,Trout Perch,ALL,3
530,16,9,2013,Autumn,White Bass,ALL,14.47
530,16,9,2013,Autumn,Freshwater Drum,XS,5
530,16,9,2013,Autumn,Freshwater Drum,S,15.19
530,16,9,2013,Autumn,Freshwater Drum,M,14.69
530,16,9,2013,Autumn,Freshwater Drum,L,7.12
530,16,9,2013,Autumn,Channel Catfish,ALL,5
531,19,9,2013,Autumn,Walleye,ALL,7
531,19,9,2013,Autumn,White Perch,XS,1534.29
531,19,9,2013,Autumn,White Perch,S,131.72
531,19,9,2013,Autumn,White Perch,M,43.36
531,19,9,2013,Autumn,White Perch,L,38.67
531,19,9,2013,Autumn,White Perch,O/D,5
531,19,9,2013,Autumn,Yellow Perch,XS,56
531,19,9,2013,Autumn,Yellow Perch,S,21
531,19,9,2013,Autumn,Yellow Perch,M,5
531,19,9,2013,Autumn,Yellow Perch,L,11
531,19,9,2013,Autumn,Yellow Perch,O/D,5
531,19,9,2013,Autumn,White Bass,ALL,3
531,19,9,2013,Autumn,Emerald Shiner,ALL,86
531,19,9,2013,Autumn,Gizzard Shad,ALL,6
531,19,9,2013,Autumn,Rainbow Smelt,ALL,10
531,19,9,2013,Autumn,Trout Perch,ALL,28.86
531,19,9,2013,Autumn,Freshwater Drum,S,69.9
531,19,9,2013,Autumn,Freshwater Drum,L,25.51
531,19,9,2013,Autumn,Channel Catfish,S,18
531,19,9,2013,Autumn,Channel Catfish,L,1
531,19,9,2013,Autumn,Round Goby,ALL,3
532,19,9,2013,Autumn,Quillback,ALL,1
532,19,9,2013,Autumn,White Sucker,ALL,1
532,19,9,2013,Autumn,Walleye,ALL,6
532,19,9,2013,Autumn,White Perch,XS,87.56
532,19,9,2013,Autumn,White Perch,S,16.27
532,19,9,2013,Autumn,White Perch,M,5
532,19,9,2013,Autumn,White Perch,O/D,4
532,19,9,2013,Autumn,Yellow Perch,XS,5
532,19,9,2013,Autumn,Yellow Perch,S,2
532,19,9,2013,Autumn,Yellow Perch,M,3
532,19,9,2013,Autumn,Yellow Perch,O/D,1
532,19,9,2013,Autumn,White Bass,M,8
532,19,9,2013,Autumn,White Bass,L,1
532,19,9,2013,Autumn,Emerald Shiner,ALL,17.33
532,19,9,2013,Autumn,Gizzard Shad,ALL,7
532,19,9,2013,Autumn,Rainbow Smelt,ALL,9
532,19,9,2013,Autumn,Freshwater Drum,S,4
532,19,9,2013,Autumn,Freshwater Drum,L,13.12
532,19,9,2013,Autumn,Alewife,ALL,6
532,19,9,2013,Autumn,Round Goby,ALL,1
532,19,9,2013,Autumn,Silver Lamprey,ALL,1
533,18,9,2013,Autumn,Quillback,ALL,1
533,18,9,2013,Autumn,White Sucker,ALL,1
533,18,9,2013,Autumn,Walleye,ALL,1
533,18,9,2013,Autumn,White Perch,S,2
533,18,9,2013,Autumn,White Perch,M,40.79
533,18,9,2013,Autumn,White Perch,L,6
533,18,9,2013,Autumn,White Perch,O/D,5
533,18,9,2013,Autumn,Yellow Perch,ALL,12
533,18,9,2013,Autumn,Yellow Perch,O/D,1
533,18,9,2013,Autumn,Rainbow Smelt,ALL,1
533,18,9,2013,Autumn,Freshwater Drum,M,57.4
533,18,9,2013,Autumn,Freshwater Drum,L,34.45
533,18,9,2013,Autumn,Channel Catfish,ALL,2
533,18,9,2013,Autumn,Round Goby,ALL,2
534,19,9,2013,Autumn,Common Carp,ALL,7
534,19,9,2013,Autumn,Quillback,ALL,11
534,19,9,2013,Autumn,White Sucker,ALL,5
534,19,9,2013,Autumn,Walleye,ALL,1
534,19,9,2013,Autumn,White Perch,XS,758.73
534,19,9,2013,Autumn,White Perch,S,226.16
534,19,9,2013,Autumn,White Perch,M,85.28
534,19,9,2013,Autumn,White Perch,L,65.71
534,19,9,2013,Autumn,White Perch,O/D,5
534,19,9,2013,Autumn,Yellow Perch,XS,12
534,19,9,2013,Autumn,Yellow Perch,S,12
534,19,9,2013,Autumn,Yellow Perch,M,10
534,19,9,2013,Autumn,Yellow Perch,L,2
534,19,9,2013,Autumn,Yellow Perch,O/D,3
534,19,9,2013,Autumn,White Bass,S,1
534,19,9,2013,Autumn,White Bass,L,9
534,19,9,2013,Autumn,Emerald Shiner,ALL,102.67
534,19,9,2013,Autumn,Gizzard Shad,ALL,3
534,19,9,2013,Autumn,Trout Perch,ALL,29.23
534,19,9,2013,Autumn,Freshwater Drum,XS,1
534,19,9,2013,Autumn,Freshwater Drum,S,26.82
534,19,9,2013,Autumn,Freshwater Drum,M,50.59
534,19,9,2013,Autumn,Freshwater Drum,L,2
534,19,9,2013,Autumn,Channel Catfish,ALL,24.27
534,19,9,2013,Autumn,Brown Bullhead,ALL,1
535,19,9,2013,Autumn,Walleye,ALL,7
535,19,9,2013,Autumn,White Perch,XS,32.89
535,19,9,2013,Autumn,White Perch,S,126.55
535,19,9,2013,Autumn,White Perch,M,19.6
535,19,9,2013,Autumn,White Perch,L,1
535,19,9,2013,Autumn,White Perch,O/D,5
535,19,9,2013,Autumn,Yellow Perch,XS,22
535,19,9,2013,Autumn,Yellow Perch,S,8
535,19,9,2013,Autumn,Yellow Perch,M,3
535,19,9,2013,Autumn,Yellow Perch,L,3
535,19,9,2013,Autumn,White Bass,S,3
535,19,9,2013,Autumn,White Bass,M,9
535,19,9,2013,Autumn,White Bass,L,2
535,19,9,2013,Autumn,Emerald Shiner,ALL,48.89
535,19,9,2013,Autumn,Gizzard Shad,ALL,2
535,19,9,2013,Autumn,Rainbow Smelt,ALL,1
535,19,9,2013,Autumn,Trout Perch,ALL,2
535,19,9,2013,Autumn,Freshwater Drum,S,12.83
535,19,9,2013,Autumn,Freshwater Drum,M,24.47
535,19,9,2013,Autumn,Freshwater Drum,L,1
535,19,9,2013,Autumn,Alewife,ALL,4766.99
535,19,9,2013,Autumn,Round Goby,ALL,1
536,19,9,2013,Autumn,Common Carp,ALL,1
536,19,9,2013,Autumn,White Sucker,ALL,4
536,19,9,2013,Autumn,Walleye,ALL,10
536,19,9,2013,Autumn,White Perch,XS,167.66
536,19,9,2013,Autumn,White Perch,S,126.51
536,19,9,2013,Autumn,White Perch,M,11
536,19,9,2013,Autumn,White Perch,L,5
536,19,9,2013,Autumn,White Perch,O/D,5
536,19,9,2013,Autumn,Yellow Perch,XS,15
536,19,9,2013,Autumn,Yellow Perch,S,11
536,19,9,2013,Autumn,Yellow Perch,M,7
536,19,9,2013,Autumn,Yellow Perch,L,3
536,19,9,2013,Autumn,White Bass,ALL,12
536,19,9,2013,Autumn,Emerald Shiner,S,62
536,19,9,2013,Autumn,Emerald Shiner,L,9
536,19,9,2013,Autumn,Gizzard Shad,ALL,1
536,19,9,2013,Autumn,Rainbow Smelt,S,25
536,19,9,2013,Autumn,Rainbow Smelt,L,6
536,19,9,2013,Autumn,Trout Perch,ALL,1
536,19,9,2013,Autumn,Freshwater Drum,XS,1
536,19,9,2013,Autumn,Freshwater Drum,S,31.56
536,19,9,2013,Autumn,Freshwater Drum,L,18.7
536,19,9,2013,Autumn,Channel Catfish,ALL,2
536,19,9,2013,Autumn,Alewife,ALL,712.54
536,19,9,2013,Autumn,Round Goby,ALL,1
537,19,9,2013,Autumn,Quillback,ALL,1
537,19,9,2013,Autumn,White Sucker,ALL,5
537,19,9,2013,Autumn,Walleye,ALL,4
537,19,9,2013,Autumn,White Perch,XS,34.05
537,19,9,2013,Autumn,White Perch,S,22.07
537,19,9,2013,Autumn,White Perch,M,10
537,19,9,2013,Autumn,White Perch,L,2
537,19,9,2013,Autumn,White Perch,O/D,5
537,19,9,2013,Autumn,Yellow Perch,XS,3
537,19,9,2013,Autumn,Yellow Perch,M,2
537,19,9,2013,Autumn,Yellow Perch,L,3
537,19,9,2013,Autumn,Yellow Perch,O/D,1
537,19,9,2013,Autumn,White Bass,M,16.65
537,19,9,2013,Autumn,White Bass,L,4
537,19,9,2013,Autumn,Emerald Shiner,ALL,379.57
537,19,9,2013,Autumn,Gizzard Shad,S,273.18
537,19,9,2013,Autumn,Gizzard Shad,M,50.64
537,19,9,2013,Autumn,Gizzard Shad,L,1
537,19,9,2013,Autumn,Rainbow Smelt,S,96.67
537,19,9,2013,Autumn,Rainbow Smelt,L,2
537,19,9,2013,Autumn,Freshwater Drum,S,5
537,19,9,2013,Autumn,Freshwater Drum,L,41.6
537,19,9,2013,Autumn,Channel Catfish,ALL,1
537,19,9,2013,Autumn,Alewife,ALL,1
537,19,9,2013,Autumn,Round Goby,ALL,1
538,19,9,2013,Autumn,Common Carp,ALL,2
538,19,9,2013,Autumn,White Sucker,ALL,5
538,19,9,2013,Autumn,Walleye,ALL,9
538,19,9,2013,Autumn,White Perch,XS,1210.15
538,19,9,2013,Autumn,White Perch,M,288.51
538,19,9,2013,Autumn,White Perch,L,91.73
538,19,9,2013,Autumn,White Perch,O/D,5
538,19,9,2013,Autumn,Yellow Perch,XS,43
538,19,9,2013,Autumn,Yellow Perch,S,26
538,19,9,2013,Autumn,Yellow Perch,M,14
538,19,9,2013,Autumn,Yellow Perch,L,7
538,19,9,2013,Autumn,Yellow Perch,O/D,1
538,19,9,2013,Autumn,White Bass,S,4
538,19,9,2013,Autumn,White Bass,M,8
538,19,9,2013,Autumn,White Bass,L,1
538,19,9,2013,Autumn,Emerald Shiner,ALL,112.2
538,19,9,2013,Autumn,Gizzard Shad,ALL,145.76
538,19,9,2013,Autumn,Rainbow Smelt,S,57.69
538,19,9,2013,Autumn,Rainbow Smelt,L,3
538,19,9,2013,Autumn,Trout Perch,ALL,6
538,19,9,2013,Autumn,Freshwater Drum,XS,13.59
538,19,9,2013,Autumn,Freshwater Drum,S,5
538,19,9,2013,Autumn,Freshwater Drum,M,31.52
538,19,9,2013,Autumn,Freshwater Drum,L,1
538,19,9,2013,Autumn,Channel Catfish,ALL,6
538,19,9,2013,Autumn,Alewife,ALL,41.08
539,19,9,2013,Autumn,Common Carp,ALL,1
539,19,9,2013,Autumn,Walleye,ALL,1
539,19,9,2013,Autumn,White Perch,M,5
539,19,9,2013,Autumn,White Perch,O/D,3
539,19,9,2013,Autumn,Yellow Perch,XS,1
539,19,9,2013,Autumn,Yellow Perch,S,3
539,19,9,2013,Autumn,Yellow Perch,L,12
539,19,9,2013,Autumn,White Bass,ALL,2
539,19,9,2013,Autumn,Emerald Shiner,ALL,265.88
539,19,9,2013,Autumn,Freshwater Drum,S,1
539,19,9,2013,Autumn,Freshwater Drum,M,26.82
539,19,9,2013,Autumn,Freshwater Drum,L,23.76
539,19,9,2013,Autumn,Channel Catfish,ALL,1
539,19,9,2013,Autumn,Alewife,ALL,13.58
539,19,9,2013,Autumn,Round Goby,ALL,1
